place_name,street_address,address_number,city,zipcode,gmaps_url,latitude,longitude,places_url,record_created,short_description,alternate_names,date_built,date_notes,extant,place_type,architect_name,building_use,wikipedia_url,architectural_style,place_count,explore_id,explore_duplicate,chap_landmark,builder_name,inventory_relation,location_check_needed,date_razed,issue_url,street_name,neighborhood,osm_query,osm_flickr_tag_type,osm_flickr_tag_id,flickr_osm_url,source,extra_data,legislative_district,short_description_state,related_issue_url,featured,zoning_id,geo_accuracy,mihpno_district,mihp_district_name,mihp_historic_district,mihp_survey_district,housing_market_typology,chap_district,explore_url,county,state,full_address,congressional_district,council_district,source_url,official_url,interior_area_sf,lot_size_sf,nr_landmark,nr_district,NHL_designation,address_listed,lot,block,ownership_type,owner_address,owner_name,marker_symbol,slug,issue_type,sort_date,year_start,image_url,year_end,image_note,image_source,image_caption,developer_name,explore_url_show,editorial_state,development_state,unoccupied,streetview_url,streetview_image_url,religious_association,date_established,date_closed,lat_core,long_core,mihp_individual_good,events
Towson Fire Department Facilities,Towson,,Towson,,"https://www.google.com/maps/place/Towson, Towson, MD",39.40107900,-76.60837100,,2017-05-02 11:15pm,1957 Award,,1957,,T,Building,"Wilson and Christie,and Russell,Klopper & Kahl",Fire department,,Modernist,,,,,Wildberger-Best Construction Company,,,,,,,http://www.openstreetmap.org/query?lat=39.401079&lon=-76.608371#map=19/39.401079/-76.608371,,,,Baltimore Modernism Inventory,,,,,,,city,,,,,,,,Baltimore County,MD,"Towson, Towson, MD ",,,,,,,,,,,,,,,,,,,1957,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.401079,-76.608371","https://maps.googleapis.com/maps/api/streetview?location=39.401079,-76.608371&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,11.155320,0.896670,,
Towson Office Building (Manekin & Co. Building),200 East Joppa Road,200,Towson,21286,"https://www.google.com/maps/place/200 East Joppa Road, Towson, MD",39.40229500,-76.59954600,,2017-05-02 11:15pm,,,,,,Building,Lawrence A. Menefee,Offices,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.402295&lon=-76.599546#map=19/39.402295/-76.599546,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore County,MD,"200 East Joppa Road, Towson, MD 21286",,,,,,,,,,checked,,,,,,,,,,,,,,,,"Henry A. Knott, Inc.",,,,,"https://maps.google.com/?layer=c&cbll=39.402295,-76.599546","https://maps.googleapis.com/maps/api/streetview?location=39.402295,-76.599546&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,11.276920,1.779170,,
Towson University Stadium and Recreation Center,,,Towson,,"https://www.google.com/maps/place/, Towson, MD",39.38856830,-76.61816560,,2017-05-02 11:15pm,,,,,T,Complex,William L. Gaudreau,School,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.3885683&lon=-76.6181656#map=19/39.3885683/-76.6181656,,,,Baltimore Modernism Inventory,,,,,,,n/a,,,,,,,,Baltimore County,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3885683,-76.6181656","https://maps.googleapis.com/maps/api/streetview?location=39.3885683,-76.6181656&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,9.904250,-0.082790,,
Trinity A.M.E. Church,2130 East Hoffman Street,2130,Baltimore,,"https://www.google.com/maps/place/2130 East Hoffman Street, Baltimore, MD",39.30691899,-76.58743328,,2017-05-03 12:11pm,,,1906; c. 1909; 1925,Date uncertain.,T,Building,Charles E. Cassell; Architect Unknown,Religious building,,Gothic Revival/Romanesque,3,,,checked,,chap:176,,,,E. Hoffman Street,,http://www.openstreetmap.org/query?lat=39.30691899&lon=-76.58743328#map=19/39.30691899/-76.58743328,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,Baltimore East/South Clifton Park Historic District,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Episcopal Church,120 Allegheny Avenue,120,Towson,,"https://www.google.com/maps/place/120 Allegheny Avenue, Towson, MD",39.40229580,-76.60591730,,2017-05-03 12:55pm,,,,,,Building,,Religious building,,,,,,,,habs:md1658,,,,,,http://www.openstreetmap.org/query?lat=39.4022958&lon=-76.6059173#map=19/39.4022958/-76.6059173,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore County,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck House No. 5,1220 E. Oliver Street,1220,Baltimore,21202,"https://www.google.com/maps/place/1220 E. Oliver Street, Baltimore, MD",39.30738900,-76.60123700,,2017-05-02 11:15pm,This building was advertised for development through the Vacants to Value Surplus Property Sale.,,,,T,Building,,Fire House,,,,461,,,,,,,,,Oliver,http://www.openstreetmap.org/query?lat=39.307389&lon=-76.601237#map=19/39.307389/-76.601237,way,336324462,https://www.flickr.com/photos/tags/osm:way=336324462,Historic Resource Watchlist,T,45,,,null,753,9,,,,,G - Stressed,,https://explore.baltimoreheritage.org/items/show/461,Baltimore City,MD,"1220 E. Oliver Street Baltimore, MD 21202",7TH,12,,,,,,,,checked,,,Public/City,,Mayor and City Council of Baltimore,fire-station,,Neglect,,,,,,,,,,,,null,"https://maps.google.com/?layer=c&cbll=39.307389,-76.601237","https://maps.googleapis.com/maps/api/streetview?location=39.307389,-76.601237&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,1.786320,1.610070,,
True Grit Statue,,1000,Catonsville,21250,"https://www.google.com/maps/place/, Catonsville, MD",39.25301899,-76.71305940,,2017-05-03 3:38pm,,,,,T,,,,,,,544,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.25301899&lon=-76.7130594#map=19/39.25301899/-76.7130594,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/544,Baltimore County,MD,"University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD 21250",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Turnbull Building,311-313 West Baltimore Street,311-313,Baltimore,,"https://www.google.com/maps/place/311-313 West Baltimore Street, Baltimore, MD",39.28902380,-76.62000500,,2017-05-03 12:11pm,,,1906,,T,Building,Bayard Turnbull,,,Neoclassical,1,,,checked,,chap:172,,,,West Baltimore Street,,http://www.openstreetmap.org/query?lat=39.2890238&lon=-76.620005#map=19/39.2890238/-76.620005,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,Market Center Historic District,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turner Station,,23,Dundalk,21222,"https://www.google.com/maps/place/, Dundalk, MD",39.24112800,-76.50710200,,2017-05-03 3:38pm,,,,,T,,,,,,,382,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.241128&lon=-76.507102#map=19/39.241128/-76.507102,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/382,Baltimore County,MD,"23 Rayme Road, Dundalk, MD 21222",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Two Charles Center,222 North Charles Street,222,Baltimore,21201,"https://www.google.com/maps/place/222 North Charles Street, Baltimore, MD",39.29197500,-76.61582300,,2017-05-02 11:15pm,,,1968,,T,Building,Conklin and Rossant,Offices,https://en.wikipedia.org/wiki/Charles_Center,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.291975&lon=-76.615823#map=19/39.291975/-76.615823,way,336369848,https://www.flickr.com/photos/tags/osm:way=336369848,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"222 North Charles Street, Baltimore, MD 21201",,,http://www.ce.jhu.edu/baltimorestructures/Index.php?location=Two%20Charles%20Center,,,,,,,checked,,,,,,,,,1968,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.291975,-76.615823","https://maps.googleapis.com/maps/api/streetview?location=39.291975,-76.615823&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,0.244920,0.151470,,
U.S.  Post Office,900 E. Fayette Street,900,Baltimore,21233,"https://www.google.com/maps/place/900 E. Fayette Street, Baltimore, MD",39.29236600,-76.60516700,,2017-05-02 11:15pm,,,1972,,T,Building,"Tatar & Kelly,Cochran,Stephenson and Donkervoet",Post office,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.292366&lon=-76.605167#map=19/39.292366/-76.605167,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"900 E. Fayette Street, Baltimore, MD 21233",,,,,,,,,,checked,,,,,,,,,1972,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.292366,-76.605167","https://maps.googleapis.com/maps/api/streetview?location=39.292366,-76.605167&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,0.284020,1.217070,,
U.S. Marine Hospital Building,3100 Wyman Park Drive,3100,Baltimore,21211,"https://www.google.com/maps/place/3100 Wyman Park Drive, Baltimore, MD",39.32502600,-76.62300700,,2017-05-02 11:15pm,,,,,T,Building,,Health care facility,,,,466,,,,,,,,,Remington,http://www.openstreetmap.org/query?lat=39.325026&lon=-76.623007#map=19/39.325026/-76.623007,,,,Historic Resource Watchlist,T,40,missing,,null,293,9,,,,,City/Public/Private,,https://explore.baltimoreheritage.org/items/show/466,Baltimore City,MD,"3100 Wyman Park Drive Baltimore, MD 21211",7TH,14,,,,,,,,checked,,,Private,,,commercial,,Demolition,,,,,,,,,,,,null,"https://maps.google.com/?layer=c&cbll=39.325026,-76.623007","https://maps.googleapis.com/maps/api/streetview?location=39.325026,-76.623007&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,3.550020,-0.566930,,
U.S. Post Office Hamilton Station – Harford Road,4901 Harford Road,4901,Baltimore,21214,"https://www.google.com/maps/place/4901 Harford Road, Baltimore, MD",39.34530900,-76.56674100,,2017-05-02 11:15pm,,,c. 1960s,Date uncertain.,T,Building,,Post office,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.345309&lon=-76.566741#map=19/39.345309/-76.566741,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"4901 Harford Road, Baltimore, MD 21214",,,,,,,,,,checked,,,,,,,,,1960,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.345309,-76.566741","https://maps.googleapis.com/maps/api/streetview?location=39.345309,-76.566741&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,5.578320,5.059670,,
U.S. Post Office Raspeburg Station - Belair Road,6502 Belair Road,6502,Baltimore,21206,"https://www.google.com/maps/place/6502 Belair Road, Baltimore, MD",39.35372200,-76.53273800,,2017-05-02 11:15pm,,,,,T,Building,,Post office,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.353722&lon=-76.532738#map=19/39.353722/-76.532738,way,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"6502 Belair Road, Baltimore, MD 21206",,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.353722,-76.532738","https://maps.googleapis.com/maps/api/streetview?location=39.353722,-76.532738&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,6.419620,8.459970,,
UMBC Research Park,,5520,Catonsville,21250,"https://www.google.com/maps/place/, Catonsville, MD",39.24928700,-76.71299690,,2017-05-03 3:38pm,,Bwtech@UMBC Research and Technology Park,,,T,District,,,https://en.wikipedia.org/wiki/Bwtech@UMBC_Research_and_Technology_Park,,,548,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.249287&lon=-76.7129969#map=19/39.249287/-76.7129969,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/548,Baltimore County,MD,"5520 Research Park Drive, Catonsville, Maryland 21250",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
UMBC Silo,,1000,Catonsville,21250,"https://www.google.com/maps/place/, Catonsville, MD",39.24787447,-76.71615601,,2017-05-03 3:38pm,,,,,T,Structure,,,,,,545,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.24787447&lon=-76.71615601#map=19/39.24787447/-76.71615601,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/545,Baltimore County,MD,"University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD 21250",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Union Baptist Church,1219 Druid Hill Avenue,1219 ,Baltimore,,"https://www.google.com/maps/place/1219 Druid Hill Avenue, Baltimore, MD",39.30178239,-76.62793649,,2017-05-03 12:11pm,"Union Baptist Church is significant for its association with Baltimore’s African American legacy and with local and national civil rights efforts. The Church was organized by Reverend John Carey with 57 members in 1852 in East Baltimore. In 1868 it moved to a new location on North Street near Saratoga Street. The congregation then moved to the Church’s present location on Druid Hill Avenue in 1905, in the building designed by William J. Beardsley of New York. Pastor Harvey Johnson arrived in 1874 to help greatly expand the congregation and found several new churches through 1923. However, he is mostly known for contributions to civil rights efforts. In 1883, Johnson organized the Brotherhood of Liberty to fight for the hiring of black teachers in the City’s public schools and the opening of the Maryland bar to blacks. He also helped found the Niagara Movement, and co-founded the NAACP Baltimore Chapter, and in 1897 he established the Colored Baptist Convention. One of his contemporaries, Dr. Baxter L. Matthews, established the Harvey Johnson Center on the Church’s property in 1955 and was also a cosponsor of 1963 March on Washington Movement, of which the Church housed the attendees. It was also a meeting place for the “Goon Squad”, an organization formed by Reverend Vernon Dobson to help elect African American politicians and organize many civil rights protests.",,1905,,T,Building,William J. Beadsley,Religious building,"https://en.wikipedia.org/wiki/Union_Baptist_Church_(Baltimore,_Maryland)",Victorian Gothic,1,585,,checked,,chap:131,,,,Druid Hill Avenue,,http://www.openstreetmap.org/query?lat=39.30178239&lon=-76.62793649#map=19/39.30178239/-76.62793649,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/585,Baltimore City,MD,,,,,,,,checked,Old West Baltimore Historic District,F,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Union Memorial United Methodist Church,,2500,Baltimore,21216,"https://www.google.com/maps/place/, Baltimore, MD",39.29640500,-76.65679900,,2017-05-03 3:38pm,,,,,T,Building,,Religious building,,,,253,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.296405&lon=-76.656799#map=19/39.296405/-76.656799,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/253,Baltimore City,MD,"2500 Harlem Avenue, Baltimore, MD 21216",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Union Mill,1500 Union Avenue,1500,Baltimore,21211,"https://www.google.com/maps/place/1500 Union Avenue, Baltimore, MD",39.33240580,-76.64030990,,2017-05-03 12:11pm,,Historic Druid Mill,,,T,Building,,,,,1,390,checked,checked,,"chap:181,haer:md1142",,,,,,http://www.openstreetmap.org/query?lat=39.3324058&lon=-76.6403099#map=19/39.3324058/-76.6403099,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/390,Baltimore City,MD,"1500 Union Avenue, Baltimore, MD 21211",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Union Square,,,Baltimore,,"https://www.google.com/maps/place/, Baltimore, MD",39.28686230,-76.64154259,,2017-05-03 3:38pm,,,,,T,Landscape,,,"https://en.wikipedia.org/wiki/Union_Square,_Baltimore",,,11,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.2868623&lon=-76.64154259#map=19/39.2868623/-76.64154259,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/11,Baltimore City,MD,"Hollins Street and S. Stricker Street, Baltimore, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Union Trust Bank (Branch Location),2056 Harford Road,2056,Baltimore,21218,"https://www.google.com/maps/place/2056 Harford Road, Baltimore, MD",39.31422500,-76.59836300,,2017-05-02 11:15pm,,,1956,,T,Building,Smith and Veale,Bank,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.314225&lon=-76.598363#map=19/39.314225/-76.598363,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"2056 Harford Road, Baltimore, MD 21218",,,,,,,,,,checked,,,,,,,,,1956,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.314225,-76.598363","https://maps.googleapis.com/maps/api/streetview?location=39.314225,-76.598363&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,2.469920,1.897470,,
United in Christ Seventh-Day Adventist Church,3401 Old York Road,3401,Baltimore,21218,"https://www.google.com/maps/place/3401 Old York Road, Baltimore, MD",39.33004900,-76.61026010,,2017-07-08 10:07pm,,,1917,,T,Building,,,,,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.330049&lon=-76.6102601#map=19/39.330049/-76.6102601,,,,,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States Appraisers' Stores,103 South Gay Street,103,Baltimore,,"https://www.google.com/maps/place/103 South Gay Street, Baltimore, MD",39.28756850,-76.60833170,,2017-05-03 12:55pm,,,,,T,,,,,,,,,,,habs:md1384,,,,,,http://www.openstreetmap.org/query?lat=39.2875685&lon=-76.6083317#map=19/39.2875685/-76.6083317,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States Coast Guard Cutter TANEY,,,Baltimore,21202,"https://www.google.com/maps/place/, Baltimore, MD",39.28580036,-76.60630882,,2017-05-03 3:38pm,,,,,T,,,,https://en.wikipedia.org/wiki/USCGC_Taney_(WHEC-37),,,413,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.28580036&lon=-76.60630882#map=19/39.28580036/-76.60630882,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/413,Baltimore City,MD,"Pier 5, Baltimore, MD 21202",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-4200,
United States Customs House ,40 S. Gay Street,40 ,Baltimore,,"https://www.google.com/maps/place/40 S. Gay Street, Baltimore, MD",39.28806011,-76.60905170,,2017-05-03 12:11pm,"The United States Customs House is considered one of the nation’s finest examples of Beaux-Arts architecture.  Its monumental and Classical design symbolized the commercial glory of America and the Port of Baltimore.  Baltimore’s original customs office was chartered in 1786, three years before the creation of the United States Customs. The present building replaced the quarters of the United States Customs that had existed from 1820-1900 on the same site in the Merchant’s Exchange, a building designed by Maximilien Godefroy and Benjamin H. Latrobe in 1816. In 1865 President Abraham Lincoln’s bier lay in state under the dome of the Merchant’s Exchange. This building was designed by Joseph C. Hornblower and John Rush Marshall, architects from Washington, D.C. The Call Room, where sea captains from around the world cleared their cargoes with customs officials, is decorated with murals by Francis Davis Millet. They depict a fleet of ships entering Baltimore’s harbor and an accurate visual history of the evolution of navigation. Considered to be among Millet’s finest, and a major significance in the history of American mural painting, the murals have recently been restored to their original splendor. The Customs House, which was converted into Federal offices in 1953, was designated as a “United States Customs Historical Landmark” on January 18, 1972. ",,1903-1907,,T,Building,Hornblower & Marshall (Joseph C. Hornblower and John Rush Marshall),,,Beaux Arts,1,,,checked,,chap:50,,,,S. Gay Street,,http://www.openstreetmap.org/query?lat=39.28806011&lon=-76.6090517#map=19/39.28806011/-76.6090517,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,checked,Business and Government Historic District,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Steel Workers Locals 2609 and 2610,,5500,Dundalk,21224,"https://www.google.com/maps/place/, Dundalk, MD",39.28549600,-76.54148300,,2017-05-03 3:38pm,,,,,,,,,,,,381,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.285496&lon=-76.541483#map=19/39.285496/-76.541483,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/381,Baltimore County,MD,"5500 Dundalk Avenue, Dundalk, MD 21224",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Universalist Cemetery,East North Avenue,,Baltimore,,"https://www.google.com/maps/place/East North Avenue, Baltimore, MD",39.31192600,-76.59937700,,2017-05-03 10:13am,,,,,,Cemetery,,,,,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.311926&lon=-76.599377#map=19/39.311926/-76.599377,,,,Baltimore Cemetery Inventory,,,,,,,5,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University One Condominiums,1 E. University Parkway,1,Baltimore,21218,"https://www.google.com/maps/place/1 E. University Parkway, Baltimore, MD",39.33143700,-76.61674600,,2017-05-02 11:15pm,,,,,T,,,Apartments,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.331437&lon=-76.616746#map=19/39.331437/-76.616746,way,336373478,https://www.flickr.com/photos/tags/osm:way=336373478,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"1 E. University Parkway, Baltimore, MD 21218",,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.331437,-76.616746","https://maps.googleapis.com/maps/api/streetview?location=39.331437,-76.616746&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,4.191120,0.059170,,
Uplands,4501 Old Frederick Road,4501,Baltimore,21229,"https://www.google.com/maps/place/4501 Old Frederick Road, Baltimore, MD",39.28857800,-76.69553570,,2017-05-02 11:15pm,,,,,T,Building,,"Dwelling,Institutional dwelling",,,,311,,,,,,,,,Uplands,http://www.openstreetmap.org/query?lat=39.288578&lon=-76.6955357#map=19/39.288578/-76.6955357,,,,Historic Resource Watchlist,T,44,missing,,null,864,9,,,,,Green Space,,https://explore.baltimoreheritage.org/items/show/311,Baltimore City,MD,"4501 Old Frederick Road Baltimore, MD 21229",7TH,8,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,Y,"https://maps.google.com/?layer=c&cbll=39.288578,-76.6955357","https://maps.googleapis.com/maps/api/streetview?location=39.288578,-76.6955357&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,-0.094780,-7.819800,,
